left_record_id,right_record_id,left_title,right_title,left_fronturl,right_fronturl,left_category_teacher,right_category_teacher,title_similarity,combined_similarity,bucket_type
27554,43711,В Севастополе объявили воздушную тревогу,В Севастополе объявили воздушную тревогу,https://www.rbc.ru/rbcfreenews/66879ef49a7947395f174983,https://www.rbc.ru/rbcfreenews/671101e19a79478db598bd30,Политика,Политика,100.0,72.95373665480427,title_bucket
18913,23450,В Херсонской области объявили авиационную опасность,В Херсонской области объявили авиационную опасность,https://www.rbc.ru/rbcfreenews/6642197a9a79470392654643,https://www.rbc.ru/rbcfreenews/666586ee9a7947ce6ee276fb,Политика,Политика,100.0,72.94520547945204,title_bucket
11961,13336,Над Белгородской областью сбили дрон,Над Белгородской областью сбили дрон,https://www.rbc.ru/rbcfreenews/6606707d9a7947e604a9797b,https://www.rbc.ru/rbcfreenews/66128c339a7947cecfe35840,Политика,Политика,100.0,72.92418772563177,title_bucket
24629,29740,Над Белгородской областью сбили беспилотник,Над Белгородской областью сбили беспилотник,https://www.rbc.ru/rbcfreenews/666ff7449a7947473dab06b6,https://www.rbc.ru/rbcfreenews/66996b729a79473528b7f0bf,Политика,Политика,100.0,72.88732394366197,title_bucket
18629,19718,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/663f9b579a7947271d82b332,https://www.rbc.ru/politics/18/05/2024/6647d9a79a794743c7b30496,Политика,Политика,100.0,72.88135593220339,title_bucket
26274,28544,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/667d1ba29a794765e3183895,https://www.rbc.ru/rbcfreenews/668fbbf09a79473acfe4fe08,Политика,Политика,100.0,72.88135593220339,title_bucket
7243,16753,В Брянской области сбили два украинских беспилотника,В Брянской области сбили еще два украинских беспилотника,https://www.rbc.ru/rbcfreenews/65dd58189a7947b0ee3ad26e,https://www.rbc.ru/rbcfreenews/662d71339a7947457207e610,Политика,Политика,96.2962962962963,72.88135593220339,title_bucket
24487,44008,Американская пловчиха побила державшийся восемь лет мировой рекорд,Американская пловчиха побила державшийся семь лет мировой рекорд,https://www.rbc.ru/sport/16/06/2024/666eb7129a794725378fa68c,https://www.rbc.ru/sport/19/10/2024/6713693e9a79471ab614c859,Спорт,Спорт,90.76923076923077,72.87581699346406,title_bucket
9804,24209,Россия вернула 32 тела погибших военных,Россия вернула тела 69 погибших военных,https://www.rbc.ru/politics/14/06/2024/666c0d6b9a7947f06a5444be,https://www.rbc.ru/politics/15/03/2024/65f43f109a7947c6bbec9155,Политика,Политика,94.87179487179486,72.85714285714286,title_bucket
10666,27957,Польша подняла в воздух самолеты из-за активности дальней авиации России,Польша подняла в воздух самолеты из-за дальней авиации России,https://www.rbc.ru/rbcfreenews/668b629c9a79471af3eefe68,https://www.rbc.ru/rbcfreenews/65fbcf219a794735eeb8a39b,Политика,Политика,91.72932330827068,72.84552845528455,title_bucket
14895,30529,В Курской области объявили опасность атаки беспилотников,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/661f0b369a79473a6cddc26f,https://www.rbc.ru/rbcfreenews/66a033c69a7947703fccdb27,Политика,Политика,100.0,72.72727272727273,title_bucket
6954,31667,В Курской области объявили ракетную опасность,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65da67d99a7947240e2554f5,https://www.rbc.ru/rbcfreenews/66a96d969a79476e95362bf6,Политика,Политика,100.0,72.72727272727273,title_bucket
9885,31667,В Курской области объявили ракетную опасность,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65f50dda9a7947a938edd18a,https://www.rbc.ru/rbcfreenews/66a96d969a79476e95362bf6,Политика,Политика,100.0,72.72727272727273,title_bucket
8922,11605,В Белгороде и районе объявили ракетную опасность,В Белгороде и районе объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65ed48dc9a794744bd21b03f,https://www.rbc.ru/rbcfreenews/660336199a7947d2284d7db4,Политика,Политика,100.0,72.66435986159169,title_bucket
10069,21091,Над Брянской областью сбили два беспилотника,Над Брянской областью сбили два беспилотника,https://www.rbc.ru/rbcfreenews/65f70bdb9a7947edd77bbf69,https://www.rbc.ru/rbcfreenews/6653fa3a9a7947434a3645ec,Политика,Политика,100.0,72.63157894736842,title_bucket
12261,13142,Мэр Харькова сообщил о взрывах в городе,Мэр Харькова сообщил о взрыве в городе,https://www.rbc.ru/rbcfreenews/661070849a7947e78aa1baab,https://www.rbc.ru/politics/31/03/2024/660964819a794700e0754021,Политика,Политика,96.1038961038961,72.62969588550983,title_bucket
37653,40729,Над Белгородской и Курской областями ночью сбили дроны,Над Белгородской и Курской областями сбили дроны,https://www.rbc.ru/rbcfreenews/66f784a69a7947082d96ca63,https://www.rbc.ru/rbcfreenews/66de7ba79a794731fdb942cc,Политика,Политика,94.11764705882352,72.6027397260274,title_bucket
9448,9568,В Белгороде и его окрестностях объявили ракетную опасность,В Белгороде и его окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65f1887a9a7947cabfa2ab6f,https://www.rbc.ru/rbcfreenews/65f28acd9a79479875a302e6,Политика,Политика,100.0,72.5752508361204,title_bucket
12967,26724,В Одесской области прогремели взрывы,В Одесской области прогремели взрывы,https://www.rbc.ru/politics/05/04/2024/660f51659a79470bfb51ee2c,https://www.rbc.ru/politics/30/06/2024/6680f3549a79479003164e79,Политика,Политика,100.0,72.56317689530685,title_bucket
15749,18629,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/22/04/2024/66265acb9a7947173ca2eb6e,https://www.rbc.ru/rbcfreenews/663f9b579a7947271d82b332,Политика,Политика,100.0,72.54237288135593,title_bucket
18529,18986,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/11/05/2024/663e8b3f9a7947baa528b505,https://www.rbc.ru/rbcfreenews/6642c5d89a794722cb9fa613,Политика,Политика,100.0,72.54237288135593,title_bucket
29740,41900,Над Белгородской областью сбили беспилотник,Над Белгородской областью сбили беспилотник,https://www.rbc.ru/rbcfreenews/66996b729a79473528b7f0bf,https://www.rbc.ru/rbcfreenews/67019b739a7947583d775ea3,Политика,Политика,100.0,72.53521126760563,title_bucket
26253,33487,В Белгородской области объявили ракетную опасность,В Белгородской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/667cf7979a794724b73b7b63,https://www.rbc.ru/politics/11/08/2024/66b803ec9a79476919db4e63,Политика,Политика,100.0,72.5085910652921,title_bucket
17689,18917,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/663774d89a79475c684af17a,https://www.rbc.ru/rbcfreenews/66421ed99a794775d936c74c,Политика,Политика,100.0,72.5,title_bucket
19021,19747,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/664311839a79472a16ad8ca1,https://www.rbc.ru/rbcfreenews/664857669a794757a81f4456,Политика,Политика,100.0,72.5,title_bucket
13142,15812,Мэр Харькова сообщил о взрывах в городе,Мэр Харькова сообщил о взрывах в городе,https://www.rbc.ru/rbcfreenews/661070849a7947e78aa1baab,https://www.rbc.ru/rbcfreenews/6626b8b99a7947c2fe3a5bc5,Политика,Политика,100.0,72.5,title_bucket
14627,17736,В Воронежской области объявили опасность атаки дронов,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/661cf2159a79476ba60ff841,https://www.rbc.ru/rbcfreenews/6637fc039a79475c9c069f3e,Политика,Политика,100.0,72.44897959183673,title_bucket
24089,39264,В Воронежской области объявили авиационную опасность,В Воронежской области объявили авиационную опасность,https://www.rbc.ru/rbcfreenews/666af1f39a7947e6b8974e55,https://www.rbc.ru/rbcfreenews/66eb68719a794743a4fde00e,Политика,Политика,100.0,72.35494880546075,title_bucket
3322,31690,Над Брянской областью уничтожили беспилотник,Над Брянской областью уничтожили три беспилотника,https://www.rbc.ru/rbcfreenews/65b7f7e09a7947ec33d3d7a9,https://www.rbc.ru/rbcfreenews/66a9bc8c9a79470a6a24f337,Политика,Политика,94.6236559139785,72.34782608695653,title_bucket
18720,20380,Непальский рекордсмен в 29-й раз покорил Эверест,Непальский рекордсмен в 30-й раз покорил Эверест,https://www.rbc.ru/sport/12/05/2024/6640a0569a7947b608cb8848,https://www.rbc.ru/sport/22/05/2024/664daf479a794788571e27f1,Спорт,Спорт,95.83333333333334,72.31833910034602,title_bucket
9448,10007,В Белгороде и его окрестностях объявили ракетную опасность,В Белгороде и его окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65f1887a9a7947cabfa2ab6f,https://www.rbc.ru/rbcfreenews/65f67a809a7947c0d3936314,Политика,Политика,100.0,72.24080267558529,title_bucket
9448,10324,В Белгороде и его окрестностях объявили ракетную опасность,В Белгороде и его окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65f1887a9a7947cabfa2ab6f,https://www.rbc.ru/rbcfreenews/65f942479a7947aea6004ea7,Политика,Политика,100.0,72.24080267558529,title_bucket
10518,15443,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65faa0b09a7947844e7c6e3a,https://www.rbc.ru/rbcfreenews/662343b59a7947c5a408a4fc,Политика,Политика,100.0,72.20338983050847,title_bucket
10518,15749,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65faa0b09a7947844e7c6e3a,https://www.rbc.ru/politics/22/04/2024/66265acb9a7947173ca2eb6e,Политика,Политика,100.0,72.20338983050847,title_bucket
18529,18665,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/11/05/2024/663e8b3f9a7947baa528b505,https://www.rbc.ru/rbcfreenews/664015dc9a794710fdb4f405,Политика,Политика,100.0,72.20338983050847,title_bucket
18529,19718,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/11/05/2024/663e8b3f9a7947baa528b505,https://www.rbc.ru/politics/18/05/2024/6647d9a79a794743c7b30496,Политика,Политика,100.0,72.20338983050847,title_bucket
26052,26274,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/667b546a9a79475841ae75d1,https://www.rbc.ru/rbcfreenews/667d1ba29a794765e3183895,Политика,Политика,100.0,72.20338983050847,title_bucket
30063,36942,В Белгороде и Шебекино объявили ракетную опасность,В Белгороде и Шебекино объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/669c62e49a79476b0c8a1f30,https://www.rbc.ru/rbcfreenews/66d7ba569a79475f0ecd0bd5,Политика,Политика,100.0,72.16494845360825,title_bucket
4969,8411,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65c76be49a79472954d256a3,https://www.rbc.ru/politics/06/03/2024/65e808999a79478359e5bb62,Политика,Политика,100.0,72.14285714285714,title_bucket
19162,20355,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/6643df0a9a79474f9a443136,https://www.rbc.ru/rbcfreenews/664d87ce9a794744fce6076d,Политика,Политика,100.0,72.14285714285714,title_bucket
12791,12946,В Харькове прогремели взрывы,В Харькове прогремели взрывы,https://www.rbc.ru/rbcfreenews/660dd48f9a79476aabfe325d,https://www.rbc.ru/rbcfreenews/660f04c69a79477d70daaef4,Политика,Политика,100.0,72.11895910780669,title_bucket
9367,12955,В Воронежской области объявили опасность атаки дронов,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/politics/13/03/2024/65f0e3619a7947d5810ed13c,https://www.rbc.ru/rbcfreenews/660f1efc9a7947eb5df144cb,Политика,Политика,100.0,72.10884353741497,title_bucket
29254,33790,Над Воронежской областью сбили украинский беспилотник,Над Воронежской областью сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/6695a8549a7947dd3a34f3a0,https://www.rbc.ru/rbcfreenews/66babf169a794755d43978ac,Политика,Политика,100.0,72.10884353741497,title_bucket
19780,20842,В Харькове прозвучала серия взрывов,В Харькове прозвучала серия взрывов,https://www.rbc.ru/politics/18/05/2024/664896fb9a79478b8fb323e5,https://www.rbc.ru/rbcfreenews/6651041d9a794734beb51704,Политика,Политика,100.0,72.10144927536231,title_bucket
13407,34615,Власти Киевской области сообщили о работе ПВО,Власти Киевской области сообщили о работе ПВО,https://www.rbc.ru/rbcfreenews/661326ce9a7947b1462ceb8d,https://www.rbc.ru/rbcfreenews/66c27e519a79478c68d7430a,Политика,Политика,100.0,72.02797202797203,title_bucket
27684,36603,Движение по Крымскому мосту перекрыли на 16 минут,Движение по Крымскому мосту перекрыли на 23 минуты,https://www.rbc.ru/rbcfreenews/668868339a794743a103dbcd,https://www.rbc.ru/rbcfreenews/66d475bc9a7947d27e2d4680,Политика,Общество,94.94949494949495,71.94492254733218,title_bucket
19863,32045,Жителей Курской области предупредили об опасности атаки беспилотников,Жителей Курской области предупредили об опасности атаки беспилотников,https://www.rbc.ru/rbcfreenews/6649484e9a79477be20ca7a6,https://www.rbc.ru/rbcfreenews/66ac1e9d9a7947bb7baea299,Политика,Политика,100.0,71.93548387096774,title_bucket
18913,20629,В Херсонской области объявили авиационную опасность,В Херсонской области объявили авиационную опасность,https://www.rbc.ru/rbcfreenews/6642197a9a79470392654643,https://www.rbc.ru/rbcfreenews/664f5ab69a7947aab772e190,Политика,Политика,100.0,71.91780821917808,title_bucket
13351,18086,В Белгороде второй раз за день объявили ракетную опасность,В Белгороде второй раз за ночь объявили ракетную опасность,https://www.rbc.ru/politics/07/04/2024/6612a69d9a7947764f50e2d7,https://www.rbc.ru/rbcfreenews/663abcca9a79472c59463405,Политика,Политика,91.37931034482759,71.90635451505017,title_bucket
3062,9732,В Белгороде запустили сирену ракетной опасности,В Белгороде запустили сирену ракетной опасности,https://www.rbc.ru/rbcfreenews/65b539bc9a79479b4548c316,https://www.rbc.ru/rbcfreenews/65f3d9f59a794702d178b568,Политика,Политика,100.0,71.875,title_bucket
18051,18228,Кучерова номинировали на второй приз самому ценному игроку сезона НХЛ,Кучерова номинировали на приз самому ценному игроку сезона в НХЛ,https://www.rbc.ru/sport/08/05/2024/663b97879a79477f2a7b1a2e,https://www.rbc.ru/sport/07/05/2024/663a43d19a79472b91c0e756,Спорт,Спорт,96.2406015037594,71.869918699187,title_bucket
22403,23294,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/665de9c59a7947d689be5020,https://www.rbc.ru/rbcfreenews/6663e01e9a7947d5947b6fcb,Общество,Политика,100.0,71.86440677966101,title_bucket
34921,35377,В Курской и Белгородской областях объявили ракетную опасность,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66c519f69a79471ebb572047,https://www.rbc.ru/rbcfreenews/66c8f0279a794732e107c7e3,Политика,Политика,100.0,71.8543046357616,title_bucket
12092,18379,Средства ПВО сбили два беспилотника над Белгородской областью,Средства ПВО сбили два беспилотника над Белгородской областью,https://www.rbc.ru/rbcfreenews/6607a1bd9a794775f848086c,https://www.rbc.ru/rbcfreenews/663d230a9a794717f61fd837,Политика,Политика,100.0,71.8543046357616,title_bucket
18906,23985,Над Белгородской областью сбили дрон,Над Белгородской областью сбили дрон,https://www.rbc.ru/rbcfreenews/66420c5f9a7947dbde1230b2,https://www.rbc.ru/rbcfreenews/6669fbe09a794706c8c1d5fd,Политика,Политика,100.0,71.84115523465704,title_bucket
32617,32993,В Белгороде и Шебекино объявили ракетную опасность,В Белгороде и Шебекино объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b141df9a7947f3be441ef1,https://www.rbc.ru/rbcfreenews/66b3f87f9a7947115890cedc,Политика,Политика,100.0,71.8213058419244,title_bucket
13004,18273,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/politics/05/04/2024/660fad349a794774d0c2cf22,https://www.rbc.ru/rbcfreenews/663bf5769a7947b8d25f8951,Политика,Политика,100.0,71.78571428571429,title_bucket
18667,27511,В Липецкой области объявили режим воздушной опасности,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/rbcfreenews/66401eac9a7947225e07870e,https://www.rbc.ru/rbcfreenews/6687268a9a7947dcff456db4,Политика,Политика,100.0,71.7687074829932,title_bucket
13983,17361,В Воронежской области объявили опасность атаки беспилотников,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/6617982a9a79472e34662fa8,https://www.rbc.ru/rbcfreenews/663432539a79471d92e4fa0d,Политика,Политика,100.0,71.76079734219269,title_bucket
9367,11198,В Воронежской области объявили об опасности атаки дронов,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/65ffa11e9a79476db6eb901e,https://www.rbc.ru/politics/13/03/2024/65f0e3619a7947d5810ed13c,Политика,Политика,95.41284403669725,71.74280879864637,title_bucket
9482,14895,В Курской области объявили опасность атаки беспилотников,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/65f1b17d9a79470ca9a7a697,https://www.rbc.ru/rbcfreenews/661f0b369a79473a6cddc26f,Политика,Политика,100.0,71.71717171717171,title_bucket
14895,17140,В Курской области объявили опасность атаки беспилотников,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/661f0b369a79473a6cddc26f,https://www.rbc.ru/rbcfreenews/663228e19a79475a3377aca4,Политика,Политика,100.0,71.71717171717171,title_bucket
6829,8551,В Курской области объявили ракетную опасность,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65d8ffce9a79470525560248,https://www.rbc.ru/rbcfreenews/65e8d9ef9a79471faa4856af,Политика,Политика,100.0,71.67832167832168,title_bucket
6829,9885,В Курской области объявили ракетную опасность,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65d8ffce9a79470525560248,https://www.rbc.ru/rbcfreenews/65f50dda9a7947a938edd18a,Политика,Политика,100.0,71.67832167832168,title_bucket
20178,34776,Исполнители теракта в «Крокусе» не стали обжаловать продление ареста,Исполнители теракта в «Крокусе» не стали обжаловать продление ареста,https://www.rbc.ru/rbcfreenews/664be07e9a7947294bfbc561,https://www.rbc.ru/rbcfreenews/66c3f01c9a7947b751b9dfbc,Общество,Общество,100.0,71.66123778501628,title_bucket
8947,22417,В Белгороде и его окрестностях вновь объявили ракетную опасность,В Белгороде и окрестностях вновь объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65ed8c9d9a794705f89c8091,https://www.rbc.ru/rbcfreenews/665e070e9a7947c1ded78c06,Политика,Политика,96.7741935483871,71.61716171617162,title_bucket
18529,18629,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/11/05/2024/663e8b3f9a7947baa528b505,https://www.rbc.ru/rbcfreenews/663f9b579a7947271d82b332,Политика,Политика,100.0,71.52542372881356,title_bucket
19718,20510,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/18/05/2024/6647d9a79a794743c7b30496,https://www.rbc.ru/politics/23/05/2024/664eb04f9a79476df58bf77d,Политика,Политика,100.0,71.52542372881356,title_bucket
26646,31336,В Курской и Белгородской областях объявили ракетную опасность,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/668002c99a79472a8edf60bc,https://www.rbc.ru/politics/29/07/2024/66a6ebac9a794714f707912d,Политика,Политика,100.0,71.52317880794702,title_bucket
13336,23355,Над Белгородской областью сбили дрон,Над Белгородской областью сбили дрон,https://www.rbc.ru/rbcfreenews/66128c339a7947cecfe35840,https://www.rbc.ru/rbcfreenews/666468d99a7947fad852f875,Политика,Политика,100.0,71.48014440433212,title_bucket
13336,23985,Над Белгородской областью сбили дрон,Над Белгородской областью сбили дрон,https://www.rbc.ru/rbcfreenews/66128c339a7947cecfe35840,https://www.rbc.ru/rbcfreenews/6669fbe09a794706c8c1d5fd,Политика,Политика,100.0,71.48014440433212,title_bucket
12476,16975,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/660b62c19a79477312472762,https://www.rbc.ru/politics/30/04/2024/66301d559a7947290af46d29,Политика,Политика,100.0,71.42857142857143,title_bucket
22005,23423,В Белгороде объявили ракетную опасность,В Белгороде объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/665aae809a79476c1075a5d3,https://www.rbc.ru/rbcfreenews/666551a39a7947eab562cb15,Политика,Политика,100.0,71.42857142857143,title_bucket
22266,31203,В Курской области объявили опасность атаки дронов,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/665ce7489a794708fc609721,https://www.rbc.ru/rbcfreenews/66a571cd9a79476d836159d5,Политика,Политика,100.0,71.37931034482759,title_bucket
12420,18542,В Белгороде и окрестностях второй раз за день объявили ракетную опасность,В Белгороде и окрестностях второй раз за ночь объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/660ad4e59a794786d2553eda,https://www.rbc.ru/politics/11/05/2024/663ec3339a79470cedf8eaea,Политика,Политика,93.15068493150685,71.33757961783441,title_bucket
8800,9885,В Курской области объявили ракетную опасность,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65eb9eca9a79476cde98383b,https://www.rbc.ru/rbcfreenews/65f50dda9a7947a938edd18a,Политика,Политика,100.0,71.32867132867133,title_bucket
31667,32996,В Курской области объявили ракетную опасность,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66a96d969a79476e95362bf6,https://www.rbc.ru/rbcfreenews/66b401f69a7947c90e8d8bc2,Политика,Политика,100.0,71.32867132867133,title_bucket
21072,33950,Над Орловской областью сбили беспилотник,Над Орловской областью сбили два беспилотника,https://www.rbc.ru/rbcfreenews/6653a9539a7947c0d91476c3,https://www.rbc.ru/rbcfreenews/66bc37649a7947cac3491640,Политика,Политика,94.11764705882352,71.25220458553791,title_bucket
15749,18986,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/22/04/2024/66265acb9a7947173ca2eb6e,https://www.rbc.ru/rbcfreenews/6642c5d89a794722cb9fa613,Политика,Политика,100.0,71.1864406779661,title_bucket
16400,18629,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/26/04/2024/662ae24b9a79474247410264,https://www.rbc.ru/rbcfreenews/663f9b579a7947271d82b332,Политика,Политика,100.0,71.1864406779661,title_bucket
18986,22156,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/6642c5d89a794722cb9fa613,https://www.rbc.ru/rbcfreenews/665c14a89a7947010fee526f,Политика,Политика,100.0,71.1864406779661,title_bucket
20510,22403,В Белгороде и окрестностях объявили ракетную опасность,В Белгороде и окрестностях объявили ракетную опасность,https://www.rbc.ru/politics/23/05/2024/664eb04f9a79476df58bf77d,https://www.rbc.ru/rbcfreenews/665de9c59a7947d689be5020,Политика,Общество,100.0,71.1864406779661,title_bucket
12466,15677,Северная Корея запустила баллистическую ракету в сторону Японского моря,Северная Корея запустила баллистическую ракету в сторону Японского моря,https://www.rbc.ru/rbcfreenews/660b410e9a79474e7fb43533,https://www.rbc.ru/rbcfreenews/6625ff209a794736686f5b41,Политика,Политика,100.0,71.15384615384616,title_bucket
20820,25428,В Белгороде и Шебекино объявили ракетную опасность,В Белгороде и Шебекино объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/6650e0749a79472a89e00bdc,https://www.rbc.ru/rbcfreenews/66766e819a7947a9e74b7e8b,Политика,Политика,100.0,71.1340206185567,title_bucket
25428,31123,В Белгороде и Шебекино объявили ракетную опасность,В Белгороде и Шебекино объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66766e819a7947a9e74b7e8b,https://www.rbc.ru/rbcfreenews/66a4b1349a7947fff1afb94e,Политика,Политика,100.0,71.1340206185567,title_bucket
32617,36942,В Белгороде и Шебекино объявили ракетную опасность,В Белгороде и Шебекино объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b141df9a7947f3be441ef1,https://www.rbc.ru/rbcfreenews/66d7ba569a79475f0ecd0bd5,Политика,Политика,100.0,71.1340206185567,title_bucket
11961,23985,Над Белгородской областью сбили дрон,Над Белгородской областью сбили дрон,https://www.rbc.ru/rbcfreenews/6606707d9a7947e604a9797b,https://www.rbc.ru/rbcfreenews/6669fbe09a794706c8c1d5fd,Политика,Политика,100.0,71.11913357400722,title_bucket
23355,31145,Над Белгородской областью сбили дрон,Над Белгородской областью сбили дрон,https://www.rbc.ru/rbcfreenews/666468d99a7947fad852f875,https://www.rbc.ru/rbcfreenews/66a4d6f59a79472405c4128f,Политика,Политика,100.0,71.11913357400722,title_bucket
3566,29510,Россия и Украина обменялись пленными,Россия и Украина обменялись пленными,https://www.rbc.ru/politics/31/01/2024/65ba3ed49a7947047a72c968,https://www.rbc.ru/politics/17/07/2024/6697acaa9a7947c8a133ba6a,Политика,Политика,100.0,71.11913357400722,title_bucket
5591,18101,Польша подняла военные самолеты из-за «активности дальней авиации» России,Польша подняла самолеты из-за «активности дальней авиации России»,https://www.rbc.ru/politics/15/02/2024/65cda5879a7947f945368b05,https://www.rbc.ru/rbcfreenews/663af76f9a79472da4817d9f,Политика,Политика,94.02985074626866,71.1038961038961,title_bucket
26402,32820,В Воронежской области объявили опасность атаки дронов,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/667dde2e9a7947c31e574b24,https://www.rbc.ru/rbcfreenews/66b2c6c99a7947a7e7d90e11,Политика,Политика,100.0,71.08843537414967,title_bucket
26402,35385,В Воронежской области объявили опасность атаки дронов,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/667dde2e9a7947c31e574b24,https://www.rbc.ru/rbcfreenews/66c909d99a794712def454be,Политика,Политика,100.0,71.08843537414967,title_bucket
18296,18635,Над Белгородской областью уничтожили 12 снарядов Vampire,Над Белгородской областью уничтожили 15 снарядов Vampire,https://www.rbc.ru/politics/11/05/2024/663fa7a39a7947b34c459c3f,https://www.rbc.ru/politics/09/05/2024/663c50a89a79472455075da4,Политика,Политика,98.21428571428571,71.04377104377105,title_bucket
11996,17294,В Белгородской области силы ПВО сбили беспилотник,В Белгородской области силы ПВО сбили беспилотник,https://www.rbc.ru/rbcfreenews/6606af879a7947b07a27ade9,https://www.rbc.ru/rbcfreenews/663396829a79477c05b98f39,Политика,Политика,100.0,71.03448275862068,title_bucket
9601,22266,В Курской области объявили опасность атаки дронов,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/65f2c7819a7947c2cd074468,https://www.rbc.ru/rbcfreenews/665ce7489a794708fc609721,Политика,Политика,100.0,71.03448275862068,title_bucket
31203,33003,В Курской области объявили опасность атаки дронов,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66a571cd9a79476d836159d5,https://www.rbc.ru/rbcfreenews/66b416769a7947182277a252,Политика,Политика,100.0,71.03448275862068,title_bucket
