duplicate_type,group_id,record_id,title,fronturl,category_teacher,group_size
normalized_title,48,12955,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/660f1efc9a7947eb5df144cb,Политика,13
normalized_title,48,14627,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/661cf2159a79476ba60ff841,Политика,13
normalized_title,48,17095,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66317c459a79477fb232adca,Политика,13
normalized_title,48,17736,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/6637fc039a79475c9c069f3e,Политика,13
normalized_title,48,26402,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/667dde2e9a7947c31e574b24,Политика,13
normalized_title,48,32050,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66ac30a39a7947d9fe92cdfd,Политика,13
normalized_title,48,32820,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66b2c6c99a7947a7e7d90e11,Политика,13
normalized_title,48,33001,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66b40f219a7947182277a240,Политика,13
normalized_title,48,33776,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66ba99ba9a79478432150960,Политика,13
normalized_title,48,35385,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66c909d99a794712def454be,Политика,13
normalized_title,48,37427,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66db89b39a79475298a949b2,Политика,13
normalized_title,49,9221,В Воронежской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65f00ca09a7947fa9e4d5e06,Политика,2
normalized_title,49,27265,В Воронежской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/668549f19a79475e53448afd,Политика,2
normalized_title,50,33904,В Воронежской области предупредили об угрозе атаки беспилотников,https://www.rbc.ru/politics/13/08/2024/66bbb0a99a79472b5b23c4f1,Политика,2
normalized_title,50,35220,В Воронежской области предупредили об угрозе атаки беспилотников,https://www.rbc.ru/rbcfreenews/66c7bc159a794760b5244791,Политика,2
normalized_title,51,10257,В Воронежской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/65f872699a79477c7ea4101f,Политика,2
normalized_title,51,33617,В Воронежской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/66b9577d9a794761110a3339,Политика,2
normalized_title,52,7961,В двух городских округах Белгородской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65e3aec49a7947425926ca7a,Политика,2
normalized_title,52,9184,В двух городских округах Белгородской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65efaf289a79475234ad26b1,Политика,2
normalized_title,53,14546,В Днепре прогремел взрыв,https://www.rbc.ru/rbcfreenews/661c17229a794748d6d00829,Политика,2
normalized_title,53,14573,В Днепре прогремел взрыв,https://www.rbc.ru/rbcfreenews/661c756f9a794777492ecbd6,Политика,2
normalized_title,54,513,В Днепре прогремели взрывы,https://www.rbc.ru/politics/07/01/2024/659a6e7e9a79473422111b49,Политика,7
normalized_title,54,5248,В Днепре прогремели взрывы,https://www.rbc.ru/rbcfreenews/65ca861e9a794742c42922b4,Политика,7
normalized_title,54,7967,В Днепре прогремели взрывы,https://www.rbc.ru/rbcfreenews/65e3c9bf9a7947072e94558e,Политика,7
normalized_title,54,22112,В Днепре прогремели взрывы,https://www.rbc.ru/rbcfreenews/665b8b799a79479a65cd2158,Политика,7
normalized_title,54,22453,В Днепре прогремели взрывы,https://www.rbc.ru/rbcfreenews/665e77629a7947ce19be9df2,Политика,7
normalized_title,54,26822,В Днепре прогремели взрывы,https://www.rbc.ru/rbcfreenews/6681e7c89a7947a2c6ebb1f0,Политика,7
normalized_title,54,28942,В Днепре прогремели взрывы,https://www.rbc.ru/rbcfreenews/6692ef639a7947b668ff1a9f,Политика,7
normalized_title,55,21625,В Днепре прозвучал взрыв,https://www.rbc.ru/rbcfreenews/6657969d9a7947a21979b455,Политика,2
normalized_title,55,28875,В Днепре прозвучал взрыв,https://www.rbc.ru/rbcfreenews/669251da9a7947350bd809b9,Политика,2
normalized_title,56,460,В Днепре прозвучали взрывы,https://www.rbc.ru/rbcfreenews/6599a7ca9a794763272785aa,Политика,4
normalized_title,56,11762,В Днепре прозвучали взрывы,https://www.rbc.ru/rbcfreenews/6604a7e29a794760a795313d,Политика,4
normalized_title,56,12469,В Днепре прозвучали взрывы,https://www.rbc.ru/rbcfreenews/660b52d19a79474e7fb43544,Политика,4
normalized_title,56,28116,В Днепре прозвучали взрывы,https://www.rbc.ru/rbcfreenews/668c52af9a7947730af67ff3,Политика,4
normalized_title,57,6074,В Днепропетровской области сообщили о повреждении объекта инфраструктуры,https://www.rbc.ru/rbcfreenews/65d239949a79473c6bf30f08,Политика,5
normalized_title,57,8789,В Днепропетровской области сообщили о повреждении объекта инфраструктуры,https://www.rbc.ru/rbcfreenews/65eb5b869a79477db0e2f480,Политика,5
normalized_title,57,11888,В Днепропетровской области сообщили о повреждении объекта инфраструктуры,https://www.rbc.ru/rbcfreenews/66059fcb9a794725263b8245,Политика,5
normalized_title,57,20352,В Днепропетровской области сообщили о повреждении объекта инфраструктуры,https://www.rbc.ru/rbcfreenews/664d7ce19a794771ee62490a,Политика,5
normalized_title,57,25832,В Днепропетровской области сообщили о повреждении объекта инфраструктуры,https://www.rbc.ru/rbcfreenews/6679a1ac9a7947852d926517,Политика,5
normalized_title,58,17166,В Днепропетровской области сообщили о повреждении объектов инфраструктуры,https://www.rbc.ru/rbcfreenews/663267f19a794746b0c79913,Политика,2
normalized_title,58,23319,В Днепропетровской области сообщили о повреждении объектов инфраструктуры,https://www.rbc.ru/rbcfreenews/666421079a7947da0d04aac6,Политика,2
normalized_title,59,9259,В Иваново потерпел крушение военно-транспортный самолет Ил-76,https://www.rbc.ru/politics/12/03/2024/65f031fc9a7947c566adab2f,Политика,2
normalized_title,59,9265,В Иваново потерпел крушение военно-транспортный самолет Ил-76,https://www.rbc.ru/society/12/03/2024/65f032889a794735869df88a,Общество,2
normalized_title,60,2439,В Киеве и Харькове прогремели взрывы,https://www.rbc.ru/politics/23/01/2024/65af4cf59a79478cb42793b4,Политика,2
normalized_title,60,36647,В Киеве и Харькове прогремели взрывы,https://www.rbc.ru/rbcfreenews/66d522e79a794704a124672f,Политика,2
normalized_title,61,4472,В Киеве прогремели взрывы,https://www.rbc.ru/politics/07/02/2024/65c30eb49a7947ed375e18b4,Политика,16
normalized_title,61,10652,В Киеве прогремели взрывы,https://www.rbc.ru/rbcfreenews/65fba47d9a7947bb7ade87d8,Политика,16
normalized_title,61,11362,В Киеве прогремели взрывы,https://www.rbc.ru/politics/25/03/2024/660137859a794784c3884423,Политика,16
normalized_title,61,15835,В Киеве прогремели взрывы,https://www.rbc.ru/politics/23/04/2024/662703f09a7947e88a1e6e27,Политика,16
normalized_title,61,21807,В Киеве прогремели взрывы,https://www.rbc.ru/politics/31/05/2024/665931ba9a79475b4ba85782,Политика,16
normalized_title,61,23886,В Киеве прогремели взрывы,https://www.rbc.ru/politics/12/06/2024/6668f5ac9a794720a51784d6,Политика,16
normalized_title,61,26783,В Киеве прогремели взрывы,https://www.rbc.ru/politics/30/06/2024/668189b69a794782c373433b,Политика,16
normalized_title,61,29930,В Киеве прогремели взрывы,https://www.rbc.ru/politics/20/07/2024/669ae7d19a794790006e4810,Политика,16
normalized_title,61,32606,В Киеве прогремели взрывы,https://www.rbc.ru/politics/05/08/2024/66b1335c9a794752d0a337b4,Политика,16
normalized_title,61,34405,В Киеве прогремели взрывы,https://www.rbc.ru/rbcfreenews/66c025789a794769807d5d73,Политика,16
normalized_title,61,34510,В Киеве прогремели взрывы,https://www.rbc.ru/politics/18/08/2024/66c159ff9a794741dc6568ec,Политика,16
normalized_title,61,39077,В Киеве прогремели взрывы,https://www.rbc.ru/politics/18/09/2024/66ea1e0f9a7947de06e38168,Политика,16
normalized_title,61,42993,В Киеве прогремели взрывы,https://www.rbc.ru/politics/13/10/2024/670b38769a794715dabdedf7,Политика,16
normalized_title,61,43606,В Киеве прогремели взрывы,https://www.rbc.ru/politics/17/10/2024/6710457a9a794751955c1c25,Политика,16
normalized_title,61,43782,В Киеве прогремели взрывы,https://www.rbc.ru/politics/18/10/2024/671186639a794728850ccdb3,Политика,16
normalized_title,61,44743,В Киеве прогремели взрывы,https://www.rbc.ru/politics/24/10/2024/6719852f9a79473029f9615b,Политика,16
normalized_title,62,9171,В Киеве прозвучал взрыв,https://www.rbc.ru/rbcfreenews/65ef82959a7947a8145428fa,Политика,2
normalized_title,62,26358,В Киеве прозвучал взрыв,https://www.rbc.ru/politics/27/06/2024/667d897f9a79471692c7071e,Политика,2
normalized_title,63,27345,В Киеве прозвучали взрывы,https://www.rbc.ru/politics/04/07/2024/6685f8ed9a79478107389534,Политика,6
normalized_title,63,27983,В Киеве прозвучали взрывы,https://www.rbc.ru/politics/08/07/2024/668b95ee9a7947c41a88f9c4,Политика,6
normalized_title,63,29578,В Киеве прозвучали взрывы,https://www.rbc.ru/politics/17/07/2024/669824ec9a7947a184b7d9bd,Политика,6
normalized_title,63,36107,В Киеве прозвучали взрывы,https://www.rbc.ru/rbcfreenews/66cfcea99a7947daee642d81,Политика,6
normalized_title,63,36405,В Киеве прозвучали взрывы,https://www.rbc.ru/rbcfreenews/66d25ff39a7947fe17cd460f,Политика,6
normalized_title,63,37635,В Киеве прозвучали взрывы,https://www.rbc.ru/politics/09/09/2024/66de393d9a79472df3aee97d,Политика,6
normalized_title,64,86,В Киеве раздались взрывы,https://www.rbc.ru/politics/02/01/2024/6593634e9a79470798554cd1,Политика,2
normalized_title,64,40976,В Киеве раздались взрывы,https://www.rbc.ru/rbcfreenews/66fa078f9a7947290ee39430,Политика,2
normalized_title,65,31652,В Киеве сработала ПВО,https://www.rbc.ru/rbcfreenews/66a94a119a7947c846462d51,Политика,2
normalized_title,65,43978,В Киеве сработала ПВО,https://www.rbc.ru/rbcfreenews/671328d59a79470c578b0fa6,Политика,2
normalized_title,66,27335,В Киевской области сообщили о работе ПВО,https://www.rbc.ru/rbcfreenews/6685cd059a7947ad74039ab3,Политика,3
normalized_title,66,33928,В Киевской области сообщили о работе ПВО,https://www.rbc.ru/rbcfreenews/66bbe4a89a7947f733c00c76,Политика,3
normalized_title,66,34927,В Киевской области сообщили о работе ПВО,https://www.rbc.ru/rbcfreenews/66c52c4c9a7947a8e5fbf87e,Политика,3
normalized_title,67,1426,В конгрессе США согласовали временное финансирование правительства,https://www.rbc.ru/rbcfreenews/65a4ccdb9a794765d1b6fd81,Политика,2
normalized_title,67,1427,В конгрессе США согласовали временное финансирование правительства,https://www.rbc.ru/politics/15/01/2024/65a4ccdb9a794765d1b6fd81,Политика,2
normalized_title,68,3603,В Кривом Роге прогремел взрыв,https://www.rbc.ru/rbcfreenews/65ba6d669a7947738f0b668d,Политика,2
normalized_title,68,19906,В Кривом Роге прогремел взрыв,https://www.rbc.ru/rbcfreenews/6649c7929a79473583c6db7a,Политика,2
normalized_title,69,8918,В Курске объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65ed3d989a794758bdebc830,Политика,2
normalized_title,69,16010,В Курске объявили ракетную опасность,https://www.rbc.ru/politics/24/04/2024/662830da9a79470d6bbbb1e2,Политика,2
normalized_title,70,29074,В Курской и Белгородской областях объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/669448029a7947867a614e93,Политика,3
normalized_title,70,33606,В Курской и Белгородской областях объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66b936db9a79476fc8cca8c8,Политика,3
normalized_title,70,39836,В Курской и Белгородской областях объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66f096999a79476b87c8a0e6,Политика,3
normalized_title,71,26646,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/668002c99a79472a8edf60bc,Политика,7
normalized_title,71,31336,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/politics/29/07/2024/66a6ebac9a794714f707912d,Политика,7
normalized_title,71,31508,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/politics/30/07/2024/66a83c2e9a79470a21d6b947,Политика,7
normalized_title,71,32844,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b30c829a79473935ee0136,Политика,7
normalized_title,71,34605,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66c25d899a794755767c4396,Политика,7
normalized_title,71,34921,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66c519f69a79471ebb572047,Политика,7
normalized_title,71,35377,В Курской и Белгородской областях объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66c8f0279a794732e107c7e3,Политика,7
normalized_title,72,9409,В Курской области обстреляли поселок Теткино,https://www.rbc.ru/rbcfreenews/65f14ea59a79470defdc2699,Политика,2
normalized_title,72,10041,В Курской области обстреляли поселок Тёткино,https://www.rbc.ru/rbcfreenews/65f6d3669a79474f350c2028,Политика,2
normalized_title,73,9482,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/65f1b17d9a79470ca9a7a697,Политика,11
normalized_title,73,9548,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/65f246a19a7947770ae354c3,Политика,11
normalized_title,73,11274,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/6600596a9a7947f52077cab6,Политика,11
normalized_title,73,12185,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/66088a4d9a794774abc2a180,Политика,11
normalized_title,73,14895,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/661f0b369a79473a6cddc26f,Политика,11
normalized_title,73,17140,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/663228e19a79475a3377aca4,Политика,11
normalized_title,73,18278,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/663c0d139a7947d5dd47b3b4,Политика,11
normalized_title,73,19159,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/6643d2919a79474487134967,Политика,11
normalized_title,73,23512,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/666610dc9a79472f684bc2db,Политика,11
normalized_title,73,30529,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/66a033c69a7947703fccdb27,Политика,11
normalized_title,73,36395,В Курской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/66d232ca9a794776547df536,Политика,11
normalized_title,74,9601,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/65f2c7819a7947c2cd074468,Политика,7
normalized_title,74,18381,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/663d2b849a794709396c83b5,Политика,7
normalized_title,74,22266,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/665ce7489a794708fc609721,Политика,7
normalized_title,74,28109,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/668c45be9a79475f0b0e1d6b,Политика,7
normalized_title,74,31203,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66a571cd9a79476d836159d5,Политика,7
normalized_title,74,33003,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66b416769a7947182277a252,Политика,7
normalized_title,74,33773,В Курской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/66ba8ce99a794714d0896144,Политика,7
normalized_title,75,5400,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65cbe9629a79479595d301c5,Политика,16
normalized_title,75,6829,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65d8ffce9a79470525560248,Политика,16
normalized_title,75,6954,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65da67d99a7947240e2554f5,Политика,16
normalized_title,75,8551,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65e8d9ef9a79471faa4856af,Политика,16
normalized_title,75,8800,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65eb9eca9a79476cde98383b,Политика,16
normalized_title,75,9885,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/65f50dda9a7947a938edd18a,Политика,16
normalized_title,75,30547,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66a073629a7947fda677e2ac,Политика,16
normalized_title,75,31667,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66a96d969a79476e95362bf6,Политика,16
normalized_title,75,32037,В Курской области объявили ракетную опасность,https://www.rbc.ru/politics/02/08/2024/66abffba9a794729a97b7c25,Политика,16
normalized_title,75,32858,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b32aa09a794771c95fafff,Политика,16
normalized_title,75,32996,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b401f69a7947c90e8d8bc2,Политика,16
normalized_title,75,33039,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b474229a79472298fcf44e,Политика,16
normalized_title,75,33599,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b927779a79476a8b01fb8d,Политика,16
normalized_title,75,33670,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66b9d39e9a7947022869403d,Политика,16
normalized_title,75,33781,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66baaa879a794767b6b9d1b5,Политика,16
normalized_title,75,34526,В Курской области объявили ракетную опасность,https://www.rbc.ru/rbcfreenews/66c19e109a79476e728158f2,Политика,16
normalized_title,76,25006,В Курской области объявили режим ракетной опасности,https://www.rbc.ru/rbcfreenews/6672c10b9a794703dcda9447,Политика,2
normalized_title,76,34255,В Курской области объявили режим ракетной опасности,https://www.rbc.ru/rbcfreenews/66beed769a79470a82597758,Политика,2
normalized_title,77,12502,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/660ba9a29a794731cc61934e,Политика,9
normalized_title,77,13646,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/661508569a79474a11a55d51,Общество,9
normalized_title,77,13936,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/661718d29a79478e72777762,Политика,9
normalized_title,77,14905,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/661f2dcf9a79470c1329b0bd,Политика,9
normalized_title,77,15488,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/6623bb469a7947c5ece737ed,Политика,9
normalized_title,77,16025,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/662860679a794770fbc44fce,Политика,9
normalized_title,77,21081,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/6653d52a9a79476673ac5fc6,Общество,9
normalized_title,77,29088,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/669461cd9a79477e54629d16,Политика,9
normalized_title,77,31091,В Липецкой области ввели режим воздушной опасности,https://www.rbc.ru/rbcfreenews/66a45d1a9a79478e280cd7e4,Политика,9
normalized_title,78,9728,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/politics/15/03/2024/65f3d29e9a7947802b2b2e31,Политика,7
normalized_title,78,13333,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/rbcfreenews/661287189a7947b774d7ea7b,Политика,7
normalized_title,78,14775,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/politics/16/04/2024/661e378d9a7947e725d5db84,Политика,7
normalized_title,78,18149,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/rbcfreenews/663b48d79a7947449d02b064,Политика,7
normalized_title,78,18667,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/rbcfreenews/66401eac9a7947225e07870e,Политика,7
normalized_title,78,27511,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/rbcfreenews/6687268a9a7947dcff456db4,Политика,7
normalized_title,78,33485,В Липецкой области объявили режим воздушной опасности,https://www.rbc.ru/rbcfreenews/66b7fac29a7947342860070b,Политика,7
normalized_title,79,23446,В Миргороде прогремели взрывы,https://www.rbc.ru/politics/09/06/2024/666579f39a79471a2aa3bb18,Политика,2
normalized_title,79,24384,В Миргороде прогремели взрывы,https://www.rbc.ru/rbcfreenews/666d72509a79471961fcdb44,Политика,2
normalized_title,80,462,В Москве загорелся «Дом-корабль»,https://www.rbc.ru/rbcfreenews/6599ad419a79474f7d40b204,Общество,2
normalized_title,80,42542,В Москве загорелся «Дом-корабль»,https://www.rbc.ru/society/10/10/2024/6707348b9a7947a015dd5105,Общество,2
normalized_title,81,41831,В НИИ Склифосовского рассказали о состоянии Василия Ливанова,https://www.rbc.ru/society/05/10/2024/6700ef169a7947063489fd84,Общество,2
normalized_title,81,41935,В НИИ Склифосовского рассказали о состоянии Василия Ливанова,https://www.rbc.ru/rbcfreenews/67023a239a79472841d8f7a8,Общество,2
normalized_title,82,8044,В Николаеве прогремели взрывы,https://www.rbc.ru/politics/03/03/2024/65e4b5b79a794737d9f7a184,Политика,4
normalized_title,82,13771,В Николаеве прогремели взрывы,https://www.rbc.ru/rbcfreenews/6615d9509a79474ad3ac5d84,Политика,4
normalized_title,82,16765,В Николаеве прогремели взрывы,https://www.rbc.ru/rbcfreenews/662da9039a7947262e0a8a34,Политика,4
normalized_title,82,43260,В Николаеве прогремели взрывы,https://www.rbc.ru/rbcfreenews/670dac3f9a79470d5b00916c,Политика,4
normalized_title,83,8224,В Одессе и области прогремели взрывы,https://www.rbc.ru/rbcfreenews/65e649d99a7947507c862e39,Политика,2
normalized_title,83,11307,В Одессе и области прогремели взрывы,https://www.rbc.ru/politics/25/03/2024/6600a4ab9a7947ae2594e74f,Политика,2
normalized_title,84,8435,В Одессе прогремел взрыв,https://www.rbc.ru/politics/06/03/2024/65e82f659a79474863f6356e,Политика,9
normalized_title,84,15440,В Одессе прогремел взрыв,https://www.rbc.ru/politics/20/04/2024/66233b209a79476ef4305672,Политика,9
normalized_title,84,15584,В Одессе прогремел взрыв,https://www.rbc.ru/politics/21/04/2024/6624ec6d9a7947372b53223a,Политика,9
normalized_title,84,18349,В Одессе прогремел взрыв,https://www.rbc.ru/politics/09/05/2024/663cdcb59a7947dbe5c18da2,Политика,9
normalized_title,84,21619,В Одессе прогремел взрыв,https://www.rbc.ru/rbcfreenews/665784839a7947156a825b09,Политика,9
normalized_title,84,23412,В Одессе прогремел взрыв,https://www.rbc.ru/rbcfreenews/66652a3f9a7947ecba74c931,Политика,9
normalized_title,84,25716,В Одессе прогремел взрыв,https://www.rbc.ru/rbcfreenews/6679052e9a79473e9877e107,Политика,9
normalized_title,84,29082,В Одессе прогремел взрыв,https://www.rbc.ru/politics/15/07/2024/669456b49a79472f043201cd,Политика,9
normalized_title,84,30231,В Одессе прогремел взрыв,https://www.rbc.ru/rbcfreenews/669e172c9a7947807d051ece,Политика,9
normalized_title,85,9992,В Одессе прогремели взрывы,https://www.rbc.ru/rbcfreenews/65f6387d9a7947aa964cdb54,Политика,8
normalized_title,85,12001,В Одессе прогремели взрывы,https://www.rbc.ru/politics/29/03/2024/6606b6e59a7947717b2e9e79,Политика,8
normalized_title,85,13133,В Одессе прогремели взрывы,https://www.rbc.ru/rbcfreenews/661053a59a7947fa6120dd86,Политика,8
normalized_title,85,17187,В Одессе прогремели взрывы,https://www.rbc.ru/rbcfreenews/663298aa9a794785fd2e8a7c,Политика,8
normalized_title,85,28310,В Одессе прогремели взрывы,https://www.rbc.ru/politics/10/07/2024/668dde619a794700c61f3815,Политика,8
normalized_title,85,28891,В Одессе прогремели взрывы,https://www.rbc.ru/rbcfreenews/66927b8a9a7947c512cf4e96,Политика,8
normalized_title,85,29120,В Одессе прогремели взрывы,https://www.rbc.ru/rbcfreenews/6694b5959a7947ef493cd63a,Политика,8
normalized_title,85,39528,В Одессе прогремели взрывы,https://www.rbc.ru/rbcfreenews/66ed761f9a794759173c3070,Политика,8
normalized_title,86,23892,В Одессе прозвучал взрыв,https://www.rbc.ru/rbcfreenews/6669071b9a79470e6eba2524,Политика,4
normalized_title,86,24727,В Одессе прозвучал взрыв,https://www.rbc.ru/rbcfreenews/66709f2c9a794769ebcd98b0,Политика,4
normalized_title,86,26482,В Одессе прозвучал взрыв,https://www.rbc.ru/rbcfreenews/667e7bb09a79471835d30552,Политика,4
normalized_title,86,27186,В Одессе прозвучал взрыв,https://www.rbc.ru/rbcfreenews/6684d62f9a79470e0b17dfdd,Политика,4
normalized_title,87,4614,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/65c406f79a7947a0404a2ffe,Политика,10
normalized_title,87,7362,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/65de4df59a79478ed3a072dc,Политика,10
normalized_title,87,7867,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/65e264be9a7947a8b263691b,Политика,10
normalized_title,87,13255,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/66119f119a79472c09b71b18,Политика,10
normalized_title,87,13779,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/6615fa8f9a79470aa72b44a7,Политика,10
normalized_title,87,23064,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/666235789a79471390a5df00,Политика,10
normalized_title,87,32221,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/66ad65ff9a79477470801b59,Политика,10
normalized_title,87,36224,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/66d0af449a7947d54fce3598,Политика,10
normalized_title,87,41799,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/670072189a79470d19260066,Политика,10
normalized_title,87,42205,В Одессе прозвучали взрывы,https://www.rbc.ru/rbcfreenews/67047be69a7947476801d094,Политика,10
normalized_title,88,15829,В Одессе произошел взрыв,https://www.rbc.ru/politics/23/04/2024/6626eb8e9a794749e594fb68,Политика,2
normalized_title,88,27729,В Одессе произошел взрыв,https://www.rbc.ru/rbcfreenews/6688fcce9a794720be6b2712,Политика,2
normalized_title,89,6826,В Одессе произошли взрывы,https://www.rbc.ru/rbcfreenews/65d8f8c09a79472339b3176a,Политика,2
normalized_title,89,29733,В Одессе произошли взрывы,https://www.rbc.ru/rbcfreenews/669956719a79479bde3ea6cd,Политика,2
normalized_title,90,16038,В Одессе раздались взрывы,https://www.rbc.ru/politics/24/04/2024/662884859a7947852be5ddd9,Политика,3
normalized_title,90,38334,В Одессе раздались взрывы,https://www.rbc.ru/rbcfreenews/66e399a39a7947210799f0ed,Политика,3
normalized_title,90,42497,В Одессе раздались взрывы,https://www.rbc.ru/rbcfreenews/6706bbaf9a7947972208809f,Политика,3
normalized_title,91,12967,В Одесской области прогремели взрывы,https://www.rbc.ru/politics/05/04/2024/660f51659a79470bfb51ee2c,Политика,4
normalized_title,91,15646,В Одесской области прогремели взрывы,https://www.rbc.ru/politics/22/04/2024/662595179a79478287e66a01,Политика,4
normalized_title,91,18012,В Одесской области прогремели взрывы,https://www.rbc.ru/rbcfreenews/663a18fa9a794727b736b39e,Политика,4
normalized_title,91,26724,В Одесской области прогремели взрывы,https://www.rbc.ru/politics/30/06/2024/6680f3549a79479003164e79,Политика,4
normalized_title,92,17700,В Полтаве прогремели взрывы,https://www.rbc.ru/rbcfreenews/66378bca9a7947f1ccf8158c,Политика,2
normalized_title,92,24438,В Полтаве прогремели взрывы,https://www.rbc.ru/rbcfreenews/666df6899a794735de95e64a,Политика,2
